objectid,filename,youtubeid,vimeoid,title,authors,names of student collaborators,date,item type,abstract,subject,location,latitude,longitude,link,identifier,publisher,citation,type,format,language,rights,rightsstatement
coll052,,,,"Bellah, American Civil Religion, and the Dynamics of Public Meanings",Rhys Williams,,2023-12-01,Article,"Bellah's 'Civil Religion in America' ( 1967 ) caught a moment in the American academy. It quickly became a much debated concept and although interest in the concept has periodically waxed and waned, the explication and contention continue fifty years later. It was both a great success and an albatross for Bellah himself, as the debates about the concept frustrated him to the point where he stopped using the phrase. In his consideration of Bellah’s work, including civil religion, Bortolini’s book provides a useful case for thinking about the dynamics of authorial intention, scholarly debates, and public interpretations.",Social sciences;Sociology;Religion;Reading,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2903995181&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1007/s12108-023-09576-1,Springer,"Williams, R. H. (2023). Bellah, American Civil Religion, and the Dynamics of Public Meanings. The American Sociologist, 54(4), 535–543. https://doi.org/10.1007/s12108-023-09576-1",,record,eng,,
coll053,wingenter.jpeg,,,"Finding Subjectivities in Fascist Italy: ""Mothers of the Fallen"" between Symbolic and Experienced Political Participation",Anne Michele Wingenter,,2023-06-09,Book Chapter,"Questions of subalternity and political awareness have long been central to the study of Italian fascism and the nature of its engagement with the Italian people. After summarizing the debate on how to characterize exchanges between ""ordinary Italians"" and the Fascist regime, this chapter looks at a particular category of women; those who had lost sons or husbands in the First World War, to examine how they understood their roles in the public sphere and the degree to which that understanding conformed to the expectations placed upon them. The idealized ""Mothers and Widows of the Fallen"" formed a crucial, much-manipulated symbolic component of Fascist mythology. They filled key roles in Fascist rituals and provided a recurring motif in Fascist propaganda. Images of their bodies were managed, displayed, ""nationalized"" to exemplify silent, sacrificing womanhood. To this silence, Fascist ideologues attributed wholehearted consent for the regime and its projects. However, despite the regime’s sustained efforts to reduce such women to symbols, war mothers and widows maintained views of themselves rooted in multiple discourses and experiences. Moreover, many of them strategically adopted the regime’s rhetoric to claim agency and advocate on behalf of themselves and others. This focus on a group of women who were constitutive elements as well as recipients of the regime’s propaganda provides a unique perspective from which to consider the political communication of the regime and the ways in which that communication was consumed, understood, and sometimes repurposed by subaltern actors.",Political participation;Representative government and representation;Political science -- Philosophy;World politics -- 19th century,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071752602506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781003290087,Routledge,"Wingenter, A. (2023). Finding subjectivities in Fascist Italy: ""Mothers of the Fallen"" between symbolic and experienced political participation. In Subaltern Political Subjectivities and Practices in the Nineteenth and Twentieth Centuries. Routledge.",Image;StillImage,image/jpeg,eng,,
coll054,ye.jpeg,,,Improving focality and consistency in micromagnetic stimulation,Hui Ye,,2023-02-17,Article,"The novel micromagnetic stimulation (μMS) technology aims to provide high resolution on neuronal targets. However, consistency of neural activation could be compromised by a lack of surgical accuracy, biological variation, and human errors in operation. We have recently modeled the activation of an unmyelinated axon by a circular micro-coil. Although the coil could activate the axon, its performance sometimes lacked focality and consistency. The site of axonal activation could shift by several experimental factors, including the reversal of the coil current, displacement of the coil, and changes in the intensity of the stimulation. Current clinical practice with transcranial magnetic stimulation (TMS) has suggested that figure-eight coils could provide better performance in magnetic stimulation than circular coils. Here, we estimate the performance of μMS by a figure-eight micro-coil, by exploring the impact of the same experimental factors on its focality and consistency in axonal activation. We derived the analytical expression of the electric field and activating function generated by the figure-eight micro-coil, and estimated the location of axonal activation. Using NEURON modeling of an unmyelinated axon, we found two different types (A and B) of axon activation by the figure-eight micro-coil, mediated by coil currents of reversed direction. Type A activation is triggered by membrane hyperpolarization followed by depolarization; Type B activation is triggered by direct membrane depolarization. Consequently, the two types of stimulation are governed by distinct ion channel mechanisms. In comparison to the circular micro-coil, the figure-eight micro-coil requires significantly less current for axonal activation. Under figure-eight micro-coil stimulation, the site of axonal activation does not change with the reversal of the coil current, displacement of the coil, or changes in the intensity of the stimulation. Ultimately, the figure-eight micro-coil provides a more efficient and consistent site of activation than the circular micro-coil in μMS.",Magnetic brain stimulation;Neurons;Membrane Potentials;Magnetic fields,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_doaj_primary_oai_doaj_org_article_526d0f4a6aba4d5ab3872b5fda6dbbda&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.3389/fncom.2023.1105505,Frontiers Research Foundation,"Ye, H., Hall, V., & Hendee, J. (2023). Improving focality and consistency in micromagnetic stimulation. Frontiers in Computational Neuroscience, 17, 1105505–1105505. https://doi.org/10.3389/fncom.2023.1105505",Image;StillImage,image/jpeg,eng,,
coll055,zayer.png,,,Driving Impact through Inclusive Advertising: An Examination of Award-Winning Gender-Inclusive Advertising,Linda Tuncay Zayer,Heather Higgins; ACE Scholar provided research assistance.,2023-10-05,Article,"Utilizing a qualitative thematic analysis of submission materials for 18 award-winning, gender-inclusive campaigns at the Cannes International Festival of Creativity, this research reenvisions inclusive advertising with a strengthened focus on impact. While existing literature has largely focused on identity categories and inclusive representation, we identify four mechanisms for impact (perceptual, conceptual, instrumental, and political) and scalability (across micro, meso, and macro levels) as salient themes in the award-winning and shortlisted campaigns that are recognized by the industry as gender inclusive. Theoretical and managerial contributions include (1) identification of how social impact is conceptualized in award-winning inclusive advertising and how impact functions through awards, (2) development in the definition of inclusive advertising to include social impacts as an outcome, and (3) a reimagining and expansion of the concept of inclusive advertising through a proposed Inclusive Advertising Spectrum, which encompasses representation, storytelling, and social impacts.",Storytelling;Campaigns;Gender;Advertising,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_informaworld_taylorfrancis_310_1080_00913367_2023_2255233&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1080/00913367.2023.2255233,Routledge,"Zayer, L. T., Coleman, C. A., & Gurrieri, L. (2023). Driving Impact through Inclusive Advertising: An Examination of Award-Winning Gender-Inclusive Advertising. Journal of Advertising, 52(5), 647–665. https://doi.org/10.1080/00913367.2023.2255233 ",Image;StillImage,image/jpeg,eng,,
coll056,silva.jpg,,,An Analysis of Temporal Trends in Anti-Asian Hate and Counter-Hate on Twitter During the COVID-19 Pandemic,Yasin N. Silva,"Brittany Wheeler (Arizona State University), Seong Jung (Arizona State University), Monika Purohit (Loyola University Chicago)",2023-07-31,Article,"Recent studies have documented increases in anti-Asian hate throughout the COVID-19 pandemic. Yet relatively little is known about how anti-Asian content on social media, as well as positive messages to combat the hate, have varied over time. In this study, we investigated temporal changes in the frequency of anti-Asian and counter-hate messages on Twitter during the first 16 months of the COVID-19 pandemic. Using the Twitter Data Collection Application Programming Interface, we queried all tweets from January 30, 2020 to April 30, 2021 that contained specific anti-Asian (e.g., #chinavirus, #kungflu) and counter-hate (e.g., #hateisavirus) keywords. From this initial data set, we extracted a random subset of 1,000 Twitter users who had used one or more anti-Asian or counter-hate keywords. For each of these users, we calculated the total number of anti-Asian and counter-hate keywords posted each month. Latent growth curve analysis revealed that the frequency of anti-Asian keywords fluctuated over time in a curvilinear pattern, increasing steadily in the early months and then decreasing in the later months of our data collection. In contrast, the frequency of counter-hate keywords remained low for several months and then increased in a linear manner. Significant between-user variability in both anti-Asian and counter-hate content was observed, highlighting individual differences in the generation of hate and counter-hate messages within our sample. Together, these findings begin to shed light on longitudinal patterns of hate and counter-hate on social media during the COVID-19 pandemic.",Twitter;quantitative research;COVID-19;anti-Asian,,,,https://doi.org/10.1089/cyber.2022.0206,DOI: 10.1089/cyber.2022.0206,,"Wheeler B., Jung S., Hall D.L., Purohit M., Silva Y. An Analysis of Temporal Trends in Anti-Asian Hate and Counter-Hate on Twitter During the COVID-19 Pandemic. Cyberpsychol Behav Soc Netw. 2023 Jul;26(7):535-545. doi: 10.1089/cyber.2022.0206. PMID: 37462920.",Image;StillImage,image/jpeg,eng,,
coll057,bolles.jpg,,,Anthropological theory for the twenty-first century: a critical approach,Ruth Gomberg-Munoz,,2022-04-01,Book,"Anthropological Theory for the Twenty-First Century presents a critical approach to the study of anthropological theory for the next generation of aspiring anthropologists. Through a carefully curated selection of readings, this collection reflects the diversity of scholars who have long contributed to the development of anthropological theory, incorporating writings by scholars of colour, non-Western scholars, and others whose contributions have historically been under-acknowledged. The volume puts writings from established canonical thinkers, such as Marx, Boas, and Foucault, into productive conversations with DuBois, Ortíz, Medicine, Trouillot, Said, and many others. The authors also engage in critical conversations surrounding the ""canon"" itself, including its colonial history and decolonial potential. Updating the canon with late twentieth century and early twenty-first century scholarship, this reader includes discussions of contemporary theories such as queer theory, decolonial theory, ontology, and anti-racism. Each section is framed by clear and concise editorial introductions that place the readings in context and conversation with each other. Posing thoughtful questions to students, and including a glossary to facilitate reader comprehension, the authors have also designed a dynamic companion website to recommend additional resources, including multimedia materials, supplemental readings, links to author websites, and more",Anthropology -- Philosophy,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214029249802506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781487508845,University of Toronto Press,"Bolles, A. L., Gomberg-Muñoz, R., Perley, B. C., & Brondo, K. V. (Eds.). (2022). Anthropological theory for the twenty-first century: a critical approach. University of Toronto Press.",,,eng,,
coll058,pope.png,,,"Rap and politics: a case study of Panther, Gangster, and Hyphy discourses in Oakland, CA (1965-2010).",Lavar  Pope,,2023-03-22,Book,"Rap and Politics maps out fifty years of political and musical development by exploring three specific moments of local discourse, each a response to failures by local, state, and national governments to address police brutality, violence, poverty, and poor social conditions in Oakland, California and the surrounding Bay Area. First, in the mid-1960s, Black youth responded to repressive political and socioeconomic factors in West Oakland by founding the Black Panther Party for Self Defense, whose representation of violence and community aid, as well as its radical and militant approach to Black Nationalism, became a foundational discourse that shaped the development of rap music in the region. Second, from the collapse of the Party in the early 1980s through the 1990s, gangster rap emerged as a form of political expression among local youth, who drew heavily on radical and militant elements of Panther discourse in their lyrics and artwork. Third, hyphy music in themid-1990s to early 2000s continued these radical discourses and also incorporated coordinated, subversive public behavior to the mix. The result was a critique of endemic problems facing the local Black community, but also an infectious subgenre of party music that gained mainstream popularity. Overall, this study shows that the specific types of representation created to resist problems of racism and poverty in Oakland is actually key to understanding other rap undergrounds, grassroots subcultures, and social movements elsewhere. In the process, Rap and Politics offers readers a new model focused on the development of settings, representation, movements, discourse banks, and impact within underground rap scenes.",Black Panther Party -- History;Rap (Music) -- Political aspects -- California -- Oakland;Music and race -- California -- Oakland -- History -- 20th century;Black power -- California -- Oakland -- History -- 20th century,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99213821617702506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781137600110,Palgrave Macmillan,"Pope, L. (2020). Rap and politics: a case study of Panther, Gangster, and Hyphy discourses in Oakland, CA (1965-2010). Palgrave Macmillan.",Image;StillImage,image/jpeg,eng,,
coll059,williams.png,,,"Contemporary Black Theatre and Performance: Acts of Rebellion, Activism, and Solidarity",DeRon Williams,,2023-05-04,Book,"How are Black artists, activists, and pedagogues wielding acts of rebellion, activism, and solidarity to precipitate change? How have contemporary performances impacted Black cultural, social, and political struggles? What are the ways in which these acts and artists engage varied Black identities and explore shared histories?
Contemporary Black Theatre and Performance investigates these questions to illuminate the relationship between performance, identity, intersectionality, and activism in North America and beyond. It features contributions from scholars, artists, and activists from across disciplines who explore the nuances and varied forms of Black performance in the 21st century while incorporating performance-based methodologies and queer and black feminist theories.
Among the many topics addressed by contributors are antiracist pedagogy, Black queer identity formation in Black playwriting, digital blackface, and Black women's subversive practices within contemporary popular culture. It encompasses dramatic analysis of Lynn Nottage's Sweat, Tarell Alvin McCraney's Choir Boy, and acts of resistance during the Black Lives Matter summer 2020 highway protests. A series of conversations with artists and scholars are woven throughout the book's three sections, including with playwrights Christina Anderson and Donja R. Love, and Willa Taylor, Director of Education and Community Engagement at the Goodman Theatre, Chicago.",African American theater -- History -- 21st century; American drama -- 21st century -- History and criticism; American drama -- African American authors -- History and criticism; African Americans in the performing arts; African Americans -- Intellectual life -- 21st century,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214015652702506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN- 9781350252912 ,Bloomsbury Publishing Plc,"Williams, D. S., Long, K. Y., & Green-Rogers, M. K. (Eds.). (2023). Contemporary Black theatre and performance: acts of rebellion, activism, and solidarity. Methuen Drama.",Image;StillImage,image/jpeg,eng,,
coll060,davidson.jpg,,,Executive Functioning and College Adjustment in Students with and without Autistic Traits,Denise A. Davidson,,2023-01-01,Article,"Although individuals with autism spectrum disorder (ASD) are attending college at higher rates, students with ASD continue to struggle with adjusting to the college environment and successfully completing their degrees. Thus, the present study compared executive functioning (EF) and academic outcomes (i.e., performance, adjustment) among students with and without ASD traits, as well as examined associations among these variables. Findings revealed greater executive dysfunction and lower levels of both social and personal-emotional adjustment among students with ASD traits. Additionally, ASD symptomatology predicted social and personal-emotional adjustment among students, above and beyond the influence of EF. Results suggest that cognitive, social, and emotional supports may all be important to improve college adjustment among individuals with ASD.",Student adjustment;College students;Autism spectrum disorders;Students with disabilities,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_eric_primary_EJ1383809&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISSN: 2379-7762,"
Association on Higher Education and Disability","Davidson, D., Winning, A. M., & Hilvert, E. (2023). Executive Functioning and College Adjustment in Students with and without Autistic Traits. Journal of Postsecondary Education and Disability, 35(4), 289-302.",Image;StillImage,image/jpeg,eng,,
coll061,rosenblatt.jpg,,,"The Renaissance Comes to the Projects: Public Housing Policy, Race, and Urban Redevelopment in Baltimore",Peter Rosenblatt,,2023-01-01,Book Chapter,"In 1947, the president of the American Sociological Association, Louis Wirth, argued for the importance of housing as a field of sociological research. It may come as a surprise, then, to learn that the field has yet to be established. Instead, efforts to understand the place of housing in society have been largely subsumed within other disciplines, such as economics and urban planning. Over time, it has only become clearer how central a role housing plays in structuring our lives, from long-standing discriminatory lending practices that determine who can own a home and where, to unequal eviction practices, on up to the 2008 financial crisis and the decimation of the American housing market. With the collection of essays in this book, the editors and contributors propose to solidify the place of housing studies as a distinct subfield within the discipline of sociology, showing that housing is both an important element of multiple sociological subfields and a significant component of social life deserving of dedicated attention as a distinct area of research. The volume will take stock of the current field of scholarship and provide new directions for the sociological study of housing. The contributors showcase the very best traditions of sociology-they draw on diverse methodological approaches, present unique field sites and data sources, and foreground sociological theory to understanding contemporary housing issues. As a whole, the volume generates promising directions for the sociological analysis of housing and makes an argument for the official establishment of the subfield",Housing -- United States;Discrimination in housing -- United States;Quality -- United States;Housing policy -- United States,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071752702506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9780226828534,The University of Chicago Press,"Rosenblatt, P. (2023). The Renaissance Comes to the Projects: Public Housing Policy, Race, and Urban Redevelopment in Baltimore. In B. McCabe & E. Rosen (Eds.), The Sociology of Housing (pp. 53–65). University of Chicago Press. https://press.uchicago.edu/ucp/books/book/chicago/S/bo203893859.html#anchor-table-of-contents",Image;StillImage,image/jpeg,eng,,
coll062,reddon.jpeg,,,Carving Space: The Indigenous Voices Awards Anthology,Madeleine Reddon,,2023-05-09,Book,"To celebrate the fifth anniversary of the Indigenous Voices Awards, an anthology consisting of selected works by finalists over the past five years, edited by Jordan Abel, Carleigh Baker, and Madeleine Reddon. For five years, the Indigenous Voices Awards have nurtured the work of Indigenous writers in lands claimed by Canada. Established in 2017 initially through a crowd-funded campaign by lawyer Robin Parker and author Silvia Moreno-Garcia that set an initial fundraising goal of $10,000, the initiative raised over $116,000 in just four months. Through generous support from organizations such as Penguin Random House Canada, CELA, and others, the award has grown and have helped usher in a new and dynamic generation of Indigenous writers. Past IVA recipients include Billy-Ray Belcourt, Tanya Tagaq, and Jesse Thistle. The IVAs also help promote the works of unpublished writers, helping launch the careers of Smokii Sumac, Cody Caetano, and Samantha Martin-Bird. For the first time, a selection of standout works over the past five years of the Indigenous Voices Award will be collected in an anthology that will highlight some of the most groundbreaking Indigenous writing across poetry, prose, and theatre in English, French, and in an Indigenous language. Curated by award-winning and critically acclaimed writers Carleigh Baker, Jordan Abel, and Indigenous scholar Madeleine Reddon, this anthology will be a true celebration of Indigenous storytelling that will both introduce readers to emerging luminaries as well as return them to treasured favourites.",Canadian literature -- Indian authors;Canadian literature --Inuit authors;Indigenous peoples -- Canada,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071950802506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,"
ISBN: 9780771004858",McClelland & Stewart,"Abel, J., Baker, C., & Reddon, M. (Eds.). (2023). Carving space : the Indigenous Voices Awards anthology. McClelland & Stewart.",Image;StillImage,image/jpeg,eng,,
coll063,fennell.png,,,"Frugal chariot: readers, reading, and the case of Hopkins",Francis L. Fennell,,2023-12-20,Book,"If you love poetry, this book is about you and for you. It doesn't matter whether you are a scholar or a lover of beautiful poetry, this book brings everyone together by responding to a current crisis: the falling interest in and support for the humanities, especially poetry. This book argues that the most fruitful place to begin to reinvigorate literary reading, and thus the humanities, is with the close and careful attention to the experience of non-academic readers. This book explores their experiences, listening carefully to what they have to say, how they--you!--respond to poetry, why you love it. The book shows, in other words, at least a partial cure for that falling interest in the humanities which gets so much attention in newspapers and on TV. The book employs the poetry of Gerard Manley Hopkins and lets him supply the illustrative material. Hopkins is one of the seven most-read poets in the English language, but you do not have to know Hopkins well to understand the revolutionary approach to poetry and literary study that this book offers.",Poetry -- History and criticism,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214063652502506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781666785401,Wipf & Stock,"Fennell, F. L. (2023). Frugal chariot : readers, reading, and the case of Hopkins. Wipf & Stock.",Image;StillImage,image/jpeg,eng,,
coll064,jules.png,,,"Teacher education intersecting comparative and international education: revisiting research, policy and practice in twin scholarship fields",Tavis D. Jules,,2023-05-04,Book,"This book draws critical connections between teacher education or preparation and the field of comparative and international education (CIE) showing ways in which the two fields can inform and advance one another. The chapters consider how teacher education shapes and is shaped by CIE, particularly in an era of socio-cultural upheavals, politico-economic transformations and climate or health crises affecting the human and natural world. The question at the core of the book is: in what ways can comparative and international education support a rethinking of teacher education in the wake of the social movements for equity, justice and civil liberties with ramifications for educators around the world? It includes contributions from leading academics based in Argentina, Canada, China, Columbia, Finland, Grenada, Hong Kong, Myanmar, Spain, South Africa, Turkey and the USA. The chapters cover topics ranging from equity, social justice, and the sustainable development goals to country case-studies including teacher education in Myanmar and a comparative study of teacher preparation in South Korea and the USA.",Teachers -- Training of;Comparative education;International education,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071749502506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781350339941,Bloomsbury Academic,"Salajan, F., Jules, T. D., & Wolhuter, C. C. (Eds.). (2023). Teacher education intersecting comparative and international education: revisiting research, policy and practice in twin scholarship fields. Bloomsbury Academic.",Image;StillImage,image/jpeg,eng,,
coll065,,,,Transnational traces in the Espigas repository: Bibí Zogbé's artistic production and early critical reception at the Galerías Witcomb (1934-1937),Olivia Wolf,,2023-02-08,Article,"Una vez más, el Centro de Estudios Espigas (Escuela de Arte y Patrimonio, UNSAM), junto con la Fundación Espigas y el Centro de Investigaciones en Arte y Patrimonio (CONICET - Escuela de Arte y Patrimonio, UNSAM), ponen a disposición del público tres ensayos breves que analizan diversos aspectos de documentos seleccionados de los fondos y colecciones de Espigas.
En el primero de esta nueva serie, Silvia Dolinko examina un aguafuerte de Luis Felipe (Yuyo) Noé reproducido junto con una tarjeta de saludo de fin de año impresa por la Galería Bonino (sede Nueva York) en 1966. Estos documentos gráficos que produce la galería forman parte de su proyecto artístico y de su estrategia comercial. En este caso particular, el aguafuerte fue creado por Noé en su estancia en Nueva York, al calor de su vínculo con el New York Graphic Workshop y los artistas que allí trabajaban, en la vanguardia del grabado. La cualidad de este tipo de impresión, que permite la multiplicación de ejemplares, se enriquece al comparar dos de ellos, el que se encuentra resguardado en Espigas con el de la colección del Museo Nacional del Grabado. Este último conserva solo el aguafuerte; en Espigas, en cambio, aguafuerte y tarjeta están asociados, enfatizando la relación entre documento y obra. Con acento en estos últimos términos, Catalina Fara aborda otro tipo de objeto gráfico de interés, el menú de un banquete celebrado en honor al artista Mario Canale con motivo de su primera exposición de grabados. Un documento que combina, en su cualidad de ephemera, aspectos culturales, técnicos y estéticos a la vez que exhibe la sociabilidad artística del momento. Estos dispositivos gráficos, de interés múltiple, se distinguen como documentos, pero también como objetos visuales y de diseño, y encierran cuestiones a investigar acerca de sus funciones y consumo. El caso del menú estudiado es además huella de un acto o momento específico, posible de seguir por las intervenciones, firmas o dibujos que exhibe de los asistentes al banquete.
Por su parte, Caroline Olivia Wolf analiza los catálogos de la Galería Witcomb de 1934, 1937 y 1941 de tres exhibiciones de la artista argentinolibanesa Bibí Zogbé, los que son estudiados en sus aspectos modernistas, pero también con el foco puesto en Zogbé como artista migrante. Como otras mujeres artistas, su recepción crítica fue a menudo estereotipada, desestimando su trabajo como ""pintora de flores"", pero Wolf lee su obra a través de estos catálogos en clave transnacional y feminista, pensando los sentidos sociales, políticos y culturales de las diásporas.
Agradecemos especialmente a la Fundación Banco Santander y al Programa de Promoción Cultural - Mecenazgo del Gobierno de la Ciudad de Buenos Aires por el apoyo en la realización de esta publicación. / Once more, the Centro de Estudios Espigas (Escuela de Arte y Patrimonio, UNSAM), together with Fundación Espigas and Centro de Investigaciones en Arte y Patrimonio (CONICET - Escuela de Arte y Patrimonio, UNSAM), is pleased to make available three short essays that analyze select archival documents held in Espigas’ collections.
In the first text, Silvia Dolinko examines an etching by Luis Felipe Noé (Yuyo), issued along with a Christmas greeting card printed by Bonino Gallery (New York) in 1966. These graphic documents play a part in the gallery’s artistic project and commercial strategy. In this particular case, Noé created the etching during his stay in New York, at the height of his collaboration with the artists at the New York Graphic Workshop, which was at the cutting edge of engraving practices at the time. The print’s characteristics—which allow for unlimited replicas—are revealed when comparing two copies: the one held by Espigas and the one in the Museo Nacional del Grabado. While the latter consists only of the etching, the version in Espigas is composed of both the etching and the greeting card, foregrounding the link between artwork and document. Focusing on these concepts, Catalina Fara addresses another form of relevant graphic object: the menu for the banquet held in honor of artist Mario Canale to celebrate his first etching exhibition. Due to its nature as ephemera, the menu combines cultural, technical, and aesthetic elements and demonstrates the social affairs of the artistic community at the time. These graphic devices—relevant in many fields—are documents and visual and designed objects. They entail aspects related to function and consumption that are worth exploring. Furthermore, the menu at hand marks a specific moment, a time to be traced through the interventions, signatures, or drawings by the banquet’s attendees.
For her contribution, Caroline ""Olivia"" Wolf analyzes Witcomb Gallery catalogs from 1934, 1937, and 1941, all three of which are dedicated to exhibitions of the Argentine-Lebanese artist Bibí Zogbé. The study focuses on the catalogs’ modernist nature but also highlights Zogbé as a migrant artist. Like many other female artists, her critical reception was many times stereotyped, and her work remained underestimated as ""floral painting."" Instead, Wolf interprets her work through these catalogs in terms of transnationalism and feminism, considering the social, political, and cultural meanings of diasporas.
We would like to extend a special thanks to the Programa de Promoción Cultural - Mecenazgo del Gobierno de la Ciudad de Buenos Aires for the support provided in the production of this edition.",,,,,https://publicaciones.espigas.org.ar/index.php/espigas,https://publicaciones.espigas.org.ar/index.php/espigas,,"Wolf, O. (2022). Huellas transnacionales en el acervo de Espigas (...) / Transnational traces in the Espigas repository (...) | Espigas. Fundación Espigas ; CIAP - Centro de Investigación en Arte y Patrimonio. https://publicaciones.espigas.org.ar/index.php/espigas/catalog/book/48",,record,eng,,
coll066,,,,"More than a Man, Less than a Painter: David Smith in the Popular Press, 1938–1966",Paula Wisotzki,,2023-07-12,Article,"Media coverage was vital in establishing the popular reputation of the Abstract Expressionists. Reporting regularly relied on photographic portraits to present these artists as modernist innovators who were an extension of (or even a replacement for) the work of art. Jackson Pollock came to epitomize the Abstract Expressionist artist, with ""action"" photographs capturing his radical painting method. Pollock’s contemporary, American sculptor David Smith, similarly transformed his medium—in his case by embracing industrial methods to make three-dimensional objects. However, given the constraints inherent in the process of welding he employed, how could Smith’s image be reconstituted as a celebration of artistic individuality so crucial to modernism? The very method Smith embraced to push the boundaries of art kept him from representing the genius creator who channeled the forces of nature to produce culture. By tracing photographs documenting his career published in local and regional newspapers, popular magazines from Popular Science to Life, and mass art magazines from Magazine of Art to Arts, this paper demonstrates that images of Smith at work as an anonymous industrial worker enveloped in protective gear were regularly balanced with images of contemplation—the traditional image of the artist as mediating intelligence. Yet, over the years of his career, the problem of representing Smith was addressed somewhat differently. Early on, there was a tendency to show Smith applying his novel art-making techniques to the production of more traditional objects. During World War II, when Smith was employed as a commercial welder, Smith the artist legitimized reporting on Smith the worker. Finally, in the post-war world—as Smith benefited from the burst of publicity surrounding the triumph of Abstract Expressionism—his rigorous manipulation of metal was celebrated as masculine display, effectively shifting attention away from common industrial labor to heroic individual struggle.",,,,,https://doi.org/10.3390/arts12040153,DOI: 10.3390/arts12040153,MDPI,"Wisotzki, P. (2023). More than a Man, Less than a Painter: David Smith in the Popular Press, 1938–1966. Arts, 12(4), 153. https://doi.org/10.3390/arts12040153",,record,eng,,
coll067,shultz.jpg,,,Meta-Analysis: Quality of Life and Marketing Systems,Clifford James Shultz,,2023-06-28,Article,"The authors introduce meta-analysis as a compelling tool for macromarketing research in an increasingly complex and data-driven world, and share an example of its application. They synthesize and generalize empirical findings on the relationships between marketing systems (MS) and quality-of-life (QOL), two concepts integral to macromarketing. Results indicate dimensions of MS are positively associated with QOL, suggesting that marketing systems enhance consumer well-being across contexts and metrics. The promotion dimension of MS has the highest correlation with QOL; the strongest positive MS-QOL relationship was estimated for personal health. Measurement, cultural, and socioeconomic factors that affect the strength of MS-QOL relationships also were assessed. Results suggest the association between MS and QOL is stronger in studies based on primary/subjective measures of QOL constructs, in samples drawn from developed economies, and in more indulgent, uncertainty-tolerant, and long-term-oriented cultures. Implications for theory, policy, practice, and opportunities for further research are discussed.",,,,,https://luc.primo.exlibrisgroup.com/discovery/openurl?institution=01LUC_INST&vid=01LUC_INST:01LUC&volume=44&date=2023-06-18&aulast=Krasnikov&issn=0276-1467&issue=1&epage=150&genre=article&spage=135&title=Journal%20of%20Macromarketing&atitle=Meta-Analysis:%20Quality%20of%20Life%20and%20Marketing%20Systems,DOI: 10.1177/02761467231179880,SAGE Publications,"Krasnikov, A., Shultz, C., Solovyov, I., Haddadi, M., Danilina, N., Leontyev, D., & Chaltsev, V. (2024). Meta-Analysis: Quality of Life and Marketing Systems. Journal of Macromarketing, 44(1), 135-150. https://doi.org/10.1177/02761467231179880",Image;StillImage,image/jpeg,eng,,
